epoch,eval_loss,learning_rate,loss,step
16.2,,6.842914979757086e-05,7.5438,4050
16.4,,6.802429149797571e-05,7.5176,4100
16.6,,6.761943319838056e-05,7.5311,4150
16.8,,6.721457489878543e-05,7.5034,4200
17.0,,6.680971659919028e-05,7.475,4250
17.0,7.508307933807373,,,4250
17.2,,6.640485829959514e-05,7.4389,4300
17.4,,6.6e-05,7.4279,4350
17.6,,6.559514170040487e-05,7.3941,4400
17.8,,6.519028340080971e-05,7.3742,4450
18.0,,6.478542510121458e-05,7.3896,4500
18.0,7.3537092208862305,,,4500
18.2,,6.438056680161944e-05,7.3554,4550
18.4,,6.397570850202428e-05,7.3362,4600
18.6,,6.357085020242916e-05,7.2734,4650
18.8,,6.316599190283401e-05,7.2556,4700
19.0,,6.276113360323887e-05,7.2777,4750
19.0,7.231679916381836,,,4750
19.2,,6.235627530364373e-05,7.2002,4800
19.4,,6.195141700404858e-05,7.1997,4850
19.6,,6.154655870445345e-05,7.163,4900
19.8,,6.11417004048583e-05,7.1576,4950
20.0,,6.073684210526316e-05,7.15,5000
20.0,7.056831359863281,,,5000
20.2,,6.033198380566802e-05,7.1103,5050
20.4,,5.992712550607288e-05,7.0959,5100
20.6,,5.952226720647773e-05,7.0466,5150
20.8,,5.91174089068826e-05,7.0308,5200
21.0,,5.8712550607287455e-05,7.0387,5250
21.0,6.908885955810547,,,5250
21.2,,5.830769230769231e-05,7.0029,5300
21.4,,5.790283400809717e-05,7.0005,5350
21.6,,5.7497975708502026e-05,6.9186,5400
21.8,,5.709311740890688e-05,6.9059,5450
22.0,,5.668825910931175e-05,6.9227,5500
22.0,6.778444290161133,,,5500
22.2,,5.62834008097166e-05,6.9,5550
22.4,,5.587854251012146e-05,6.8393,5600
22.6,,5.547368421052632e-05,6.8417,5650
22.8,,5.5068825910931173e-05,6.8252,5700
23.0,,5.466396761133603e-05,6.7801,5750
23.0,6.609761714935303,,,5750
23.2,,5.4259109311740896e-05,6.6945,5800
23.4,,5.385425101214575e-05,6.7459,5850
23.6,,5.3449392712550605e-05,6.7411,5900
23.8,,5.3044534412955473e-05,6.6915,5950
24.0,,5.263967611336033e-05,6.6857,6000
24.0,6.486571311950684,,,6000
24.2,,5.223481781376518e-05,6.6987,6050
24.4,,5.1829959514170044e-05,6.6645,6100
24.6,,5.14251012145749e-05,6.6152,6150
24.8,,5.102024291497975e-05,6.6187,6200
25.0,,5.061538461538462e-05,6.5682,6250
25.0,6.359100818634033,,,6250
25.2,,5.0210526315789476e-05,6.5791,6300
25.4,,4.980566801619434e-05,6.5607,6350
25.6,,4.940080971659919e-05,6.4734,6400
25.8,,4.8995951417004046e-05,6.4828,6450
26.0,,4.859109311740891e-05,6.4992,6500
26.0,6.248108386993408,,,6500
26.2,,4.818623481781377e-05,6.4467,6550
26.4,,4.7781376518218624e-05,6.4902,6600
26.6,,4.7376518218623485e-05,6.3788,6650
26.8,,4.6971659919028346e-05,6.3979,6700
27.0,,4.65668016194332e-05,6.2628,6750
27.0,6.181144714355469,,,6750
27.2,,4.6161943319838055e-05,6.3838,6800
27.4,,4.575708502024292e-05,6.3487,6850
27.6,,4.535222672064778e-05,6.2893,6900
27.8,,4.494736842105263e-05,6.3332,6950
28.0,,4.4542510121457494e-05,6.2496,7000
28.0,6.060943126678467,,,7000
28.2,,4.4137651821862355e-05,6.269,7050
28.4,,4.373279352226721e-05,6.3119,7100
28.6,,4.3327935222672065e-05,6.2456,7150
28.8,,4.2923076923076926e-05,6.2645,7200
29.0,,4.251821862348178e-05,6.1654,7250
29.0,5.98473596572876,,,7250
29.2,,4.211336032388664e-05,6.2233,7300
29.4,,4.17085020242915e-05,6.1613,7350
29.6,,4.130364372469636e-05,6.0886,7400
29.8,,4.089878542510122e-05,6.1194,7450
30.0,,4.0493927125506074e-05,6.1674,7500
30.0,5.922271251678467,,,7500
30.2,,4.008906882591093e-05,6.1451,7550
30.4,,3.968421052631579e-05,6.0633,7600
30.6,,3.927935222672065e-05,6.1299,7650
30.8,,3.887449392712551e-05,6.0745,7700
31.0,,3.846963562753037e-05,6.0521,7750
31.0,5.87791109085083,,,7750
31.2,,3.806477732793522e-05,6.0276,7800
31.4,,3.765991902834008e-05,6.0166,7850
31.6,,3.725506072874494e-05,5.9816,7900
31.8,,3.68502024291498e-05,5.9941,7950
32.0,,3.644534412955466e-05,6.0724,8000
32.0,5.83551549911499,,,8000
32.2,,3.6040485829959515e-05,6.0182,8050
32.4,,3.5635627530364376e-05,6.0054,8100
32.6,,3.523076923076923e-05,5.9544,8150
32.8,,3.4825910931174085e-05,5.9598,8200
33.0,,3.442105263157895e-05,5.9152,8250
33.0,5.847545146942139,,,8250
33.2,,3.401619433198381e-05,5.8961,8300
33.4,,3.361133603238867e-05,5.9017,8350
33.6,,3.3206477732793524e-05,5.9223,8400
33.8,,3.2801619433198385e-05,5.9377,8450
34.0,,3.239676113360324e-05,5.9572,8500
34.0,5.7914509773254395,,,8500
34.2,,3.1991902834008094e-05,5.88,8550
34.4,,3.1587044534412956e-05,5.9667,8600
34.6,,3.118218623481782e-05,5.8437,8650
34.8,,3.077732793522267e-05,5.8934,8700
35.0,,3.0372469635627533e-05,5.8594,8750
35.0,5.735741138458252,,,8750
35.2,,2.996761133603239e-05,5.8507,8800
35.4,,2.9562753036437246e-05,5.8826,8850
35.6,,2.9157894736842107e-05,5.836,8900
35.8,,2.8753036437246965e-05,5.8205,8950
36.0,,2.834817813765182e-05,5.7873,9000
36.0,5.742443084716797,,,9000
36.2,,2.794331983805668e-05,5.8886,9050
36.4,,2.7538461538461542e-05,5.7707,9100
36.6,,2.71336032388664e-05,5.8021,9150
36.8,,2.6728744939271255e-05,5.7766,9200
37.0,,2.6323886639676116e-05,5.765,9250
37.0,5.736865997314453,,,9250
37.2,,2.5919028340080974e-05,5.7662,9300
37.4,,2.551417004048583e-05,5.839,9350
37.6,,2.510931174089069e-05,5.7449,9400
37.8,,2.4704453441295548e-05,5.7244,9450
38.0,,2.4299595141700406e-05,5.7335,9500
38.0,5.736992835998535,,,9500
38.2,,2.3894736842105264e-05,5.7044,9550
38.4,,2.3489878542510122e-05,5.7376,9600
38.6,,2.308502024291498e-05,5.703,9650
38.8,,2.2680161943319838e-05,5.6943,9700
39.0,,2.22753036437247e-05,5.7322,9750
39.0,5.700835704803467,,,9750
39.2,,2.1870445344129557e-05,5.7222,9800
39.4,,2.146558704453441e-05,5.669,9850
39.6,,2.1060728744939273e-05,5.7862,9900
39.8,,2.065587044534413e-05,5.7353,9950
40.0,,2.025101214574899e-05,5.7261,10000
40.0,5.693203926086426,,,10000
40.2,,1.9846153846153847e-05,5.661,10050
40.4,,1.9441295546558705e-05,5.7236,10100
40.6,,1.9036437246963566e-05,5.6775,10150
40.8,,1.863157894736842e-05,5.6773,10200
41.0,,1.822672064777328e-05,5.6775,10250
41.0,5.671104431152344,,,10250
41.2,,1.782186234817814e-05,5.6481,10300
41.4,,1.7417004048582998e-05,5.6828,10350
41.6,,1.7012145748987853e-05,5.6471,10400
41.8,,1.6607287449392714e-05,5.6313,10450
42.0,,1.6202429149797572e-05,5.6334,10500
42.0,5.6560845375061035,,,10500
42.2,,1.579757085020243e-05,5.6724,10550
42.4,,1.5392712550607288e-05,5.669,10600
42.6,,1.4987854251012146e-05,5.6386,10650
42.8,,1.4582995951417006e-05,5.6554,10700
43.0,,1.4178137651821864e-05,5.6808,10750
43.0,5.662205696105957,,,10750
43.2,,1.377327935222672e-05,5.6631,10800
43.4,,1.336842105263158e-05,5.6248,10850
43.6,,1.2963562753036437e-05,5.6221,10900
43.8,,1.2558704453441297e-05,5.5977,10950
44.0,,1.2153846153846155e-05,5.6566,11000
44.0,5.6602463722229,,,11000
44.2,,1.1748987854251013e-05,5.6211,11050
44.4,,1.1344129554655871e-05,5.7226,11100
44.6,,1.0939271255060729e-05,5.7026,11150
44.8,,1.0534412955465587e-05,5.6314,11200
45.0,,1.0129554655870447e-05,5.5791,11250
45.0,5.660802364349365,,,11250
45.2,,9.724696356275303e-06,5.6281,11300
45.4,,9.319838056680162e-06,5.5563,11350
45.6,,8.91497975708502e-06,5.6496,11400
45.8,,8.51012145748988e-06,5.5999,11450
46.0,,8.105263157894736e-06,5.6415,11500
46.0,5.648146629333496,,,11500
46.2,,7.700404858299596e-06,5.5877,11550
46.4,,7.295546558704454e-06,5.6359,11600
46.6,,6.890688259109313e-06,5.6546,11650
46.8,,6.48582995951417e-06,5.6591,11700
47.0,,6.080971659919029e-06,5.6048,11750
47.0,5.650831699371338,,,11750
47.2,,5.676113360323887e-06,5.5914,11800
47.4,,5.271255060728745e-06,5.6194,11850
47.6,,4.8663967611336035e-06,5.6374,11900
47.8,,4.4615384615384614e-06,5.6301,11950
48.0,,4.05668016194332e-06,5.6005,12000
48.0,5.649580001831055,,,12000
48.2,,3.6518218623481778e-06,5.5815,12050
48.4,,3.2469635627530366e-06,5.6327,12100
48.6,,2.842105263157895e-06,5.5856,12150
48.8,,2.4372469635627534e-06,5.6451,12200
49.0,,2.0323886639676113e-06,5.634,12250
49.0,5.649929523468018,,,12250
49.2,,1.6275303643724697e-06,5.6142,12300
49.4,,1.222672064777328e-06,5.6303,12350
49.6,,8.178137651821863e-07,5.592,12400
49.8,,4.129554655870446e-07,5.5942,12450
50.0,,8.097165991902834e-09,5.6304,12500
50.0,5.650014877319336,,,12500
