epoch,eval_loss,learning_rate,loss,step
0.24,,9.799999999999998e-05,13.8336,50
0.47,,0.000198,11.6662,100
0.71,,0.000298,10.4283,150
0.94,,0.0002985933014354067,9.1104,200
1.0,8.848939895629883,,,212
1.18,,0.00029715789473684206,8.8892,250
1.42,,0.0002957224880382775,8.8236,300
1.65,,0.00029428708133971286,8.7553,350
1.89,,0.0002928516746411483,8.68,400
2.0,8.47811508178711,,,424
2.12,,0.0002914162679425837,8.5297,450
2.36,,0.0002899808612440191,8.3319,500
2.59,,0.0002885454545454545,8.0818,550
2.83,,0.0002871100478468899,7.7709,600
3.0,6.932603359222412,,,636
3.07,,0.0002856746411483253,7.3678,650
3.3,,0.00028423923444976075,6.84,700
3.54,,0.00028280382775119613,6.3249,750
3.77,,0.00028136842105263156,5.8263,800
4.0,4.571856498718262,,,848
4.01,,0.000279933014354067,5.3491,850
4.25,,0.00027849760765550236,4.9763,900
4.48,,0.0002770622009569378,4.7261,950
4.72,,0.00027562679425837316,4.4999,1000
4.95,,0.0002741913875598086,4.3859,1050
5.0,3.85898756980896,,,1060
5.19,,0.000272755980861244,4.2551,1100
5.42,,0.0002713205741626794,4.1716,1150
5.66,,0.0002698851674641148,4.1603,1200
5.9,,0.0002684497607655502,4.0436,1250
6.0,3.669334650039673,,,1272
6.13,,0.0002670143540669856,4.0435,1300
6.37,,0.00026557894736842105,3.9852,1350
6.6,,0.00026414354066985643,3.9398,1400
6.84,,0.00026270813397129186,3.8851,1450
7.0,3.6169376373291016,,,1484
7.08,,0.00026127272727272723,3.9191,1500
7.31,,0.00025983732057416266,3.8552,1550
7.55,,0.0002584019138755981,3.8433,1600
7.78,,0.00025696650717703346,3.8436,1650
8.0,3.6020007133483887,,,1696
8.02,,0.00025553110047846884,3.8162,1700
8.25,,0.0002540956937799043,3.8291,1750
8.49,,0.0002526602870813397,3.7608,1800
8.73,,0.00025122488038277507,3.7754,1850
8.96,,0.0002497894736842105,3.715,1900
9.0,3.583617687225342,,,1908
9.2,,0.0002483540669856459,3.7135,1950
9.43,,0.0002469186602870813,3.7236,2000
9.67,,0.00024548325358851673,3.7051,2050
9.91,,0.00024404784688995213,3.7142,2100
10.0,3.588130235671997,,,2120
10.14,,0.00024261244019138753,3.6826,2150
10.38,,0.00024117703349282296,3.6937,2200
10.61,,0.00023974162679425836,3.6854,2250
10.85,,0.00023830622009569376,3.6317,2300
11.0,3.581040382385254,,,2332
11.08,,0.00023687081339712917,3.6478,2350
11.32,,0.0002354354066985646,3.63,2400
11.56,,0.000234,3.5981,2450
11.79,,0.0002325645933014354,3.6221,2500
12.0,3.591434955596924,,,2544
12.03,,0.0002311291866028708,3.6187,2550
12.26,,0.00022969377990430617,3.5719,2600
12.5,,0.00022825837320574163,3.6158,2650
12.74,,0.00022682296650717703,3.5766,2700
12.97,,0.0002253875598086124,3.5976,2750
13.0,3.5779409408569336,,,2756
13.21,,0.0002239521531100478,3.5678,2800
13.44,,0.00022251674641148326,3.5999,2850
13.68,,0.00022108133971291864,3.5281,2900
13.92,,0.00021964593301435404,3.5403,2950
14.0,3.573439598083496,,,2968
14.15,,0.00021821052631578944,3.5266,3000
14.39,,0.00021677511961722484,3.549,3050
14.62,,0.00021533971291866027,3.5047,3100
14.86,,0.00021390430622009567,3.5352,3150
15.0,3.56654691696167,,,3180
15.09,,0.00021246889952153107,3.5277,3200
